"taxparcelnumber","location_value"
"7865000580","Other"
"7865000590","Other"
"7865000680","Other"
"7865000790","Other"
"7865000820","Other"
"7865000850","Other"
"7867000040","High"
"7867000050","High"
"7867000060","High"
"7867000090","High"
"7867010070","High"
"7867010080","High"
"7868000030","High"
"7870000013","Low"
"7870000030","Low"
"7870000093","Low"
"7870000161","Low"
"7870000181","Low"
"7870000212","Low"
"7870000222","Low"
"7870000233","Low"
"7870000237","Low"
"7875000050","Other"
"7880000040","Other"
"7880000050","Other"
"7880000060","Other"
"7880000132","Other"
"7882000440","Low"
"7882001350","High"
"7882230170","High"
"7885000010","High"
"7885000050","High"
"7885000121","High"
"7890200076","Low"
"7895000061","Low"
"7895000062","Low"
"7895000231","Other"
"7905000053","Low"
"7909000070","Low"
"7909000080","Low"
"7909000090","Low"
"7909000140","Low"
"7909020070","Low"
"7915000011","Other"
"7915000014","Other"
"7915000060","Other"
"7915000085","Other"
"7915000141","Other"
"7915000155","Other"
"7915000161","Other"
"7915000168","Other"
"7915000183","Other"
"7915000202","Other"
"7915000240","Other"
"7915000260","Other"
"7915000270","Other"
"7915000321","Other"
"7915000322","Other"
"7915000341","Other"
"7915000344","Other"
"7915000362","Other"
"7915000380","Other"
"7915000428","Other"
"7915000443","Other"
"7915000481","Other"
"7915000482","Other"
"7915000540","Other"
"7915000634","Other"
"7915000641","Other"
"7915000651","Other"
"7915000660","Other"
"7915000680","Other"
"7915000743","Other"
"7915000760","Other"
"7915000773","Other"
"7915000890","Other"
"7915000900","Other"
"7915000911","Other"
"7920000020","Low"
"7920000060","Low"
"7935000050","Other"
"7935000080","Low"
"7935000250","Low"
"7935200020","Low"
"7935200060","Low"
"7935200070","Low"
"7935200180","Low"
"7935200210","Low"
"7935200260","Low"
"7940100050","Other"
"7940100245","Other"
"7950000010","Low"
"7953500120","High"
"7953500190","High"
"7953500300","High"
"7953500370","High"
"7953500380","High"
"7953500520","High"
"7953500570","High"
"7953500590","High"
"7953520010","High"
"7953520040","High"
"7953520060","High"
"7953520110","High"
"7953520150","High"
"7953520160","High"
"7953520180","High"
"7953520190","High"
"7953520280","High"
"7953520320","High"
"7953520330","High"
"7953520420","High"
"7953520560","High"
"7953520600","High"
"7953520610","High"
"7953520650","High"
"7953520740","High"
"7953520750","High"
"7953520880","High"
"7953520890","High"
"7953520900","High"
"7953520910","High"
"7953520930","High"
"7953520940","High"
"7953520960","High"
"7953520970","High"
"7953520980","High"
"7953520990","High"
"7953521010","High"
"7953530070","High"
"7953530090","High"
"7953530110","High"
"7953530140","High"
"7953530240","High"
"7953540060","High"
"7953540110","High"
"7953540120","High"
"7953540190","High"
"7953540210","High"
"7953540230","High"
"7954000050","Low"
"7954000110","Low"
"7954000220","Low"
"7954000320","Low"
"7954000340","Low"
"7954000400","Low"
"7954000450","Low"
"7954000490","Low"
"7954000500","Low"
"7954000540","Low"
"7954000560","Low"
"7954000650","Low"
"7954000670","Low"
"7954000680","Low"
"7954000690","Low"
"7954000760","Low"
"7954000820","Low"
"7954000840","Low"
"7954000860","Low"
"7954000920","Low"
"7954210030","Low"
"7954210050","Low"
"7954500010","Low"
"7955000010","High"
"7955000090","High"
"7955000140","High"
"7955000290","High"
"7955000350","High"
"7955000370","High"
"7955000410","High"
"7955000470","Low"
"7955000490","Low"
"7955000630","Low"
"7955000670","Low"
"7955000720","Low"
"7955000740","Low"
"7955000800","Low"
"7955000870","Low"
"7955000900","Low"
"7955000910","High"
"7955000930","Low"
"7955000970","Low"
"7975000013","Low"
"7975000030","Low"
"7975000051","Low"
"7975000062","Low"
"7975000063","Low"
"7975000086","Low"
"7975000087","Low"
"7975000095","Other"
"7975000130","Low"
"7975000151","Low"
"7975000210","Low"
"7975000310","Low"
"7975000361","Low"
"7984000040","High"
"7984000120","High"
"7984000150","High"
"7984000170","High"
"7984000180","High"
"7984000200","High"
"7984000250","High"
"7984000270","High"
"7984000300","High"
"7984000320","High"
"7984000420","High"
"7985000611","High"
"7985100160","Other"
"7985100210","Other"
"7996500020","Other"
"7996500040","Other"
"7996500050","Other"
"7996500101","Other"
"7996500104","Other"
"8000011260","Other"
"8000012570","Low"
"8000012740","Other"
"8000110151","High"
"8000110153","High"
"8000110154","High"
"8000110543","Other"
"8000111390","Other"
"8000112209","Low"
"8000113441","Low"
"8000160650","Other"
"8000300020","High"
"8000300030","High"
"8000300070","High"
"8000300210","High"
"8000300370","High"
"8000430040","High"
"8000430220","High"
"8000430240","High"
"8002010040","Other"
"8002010050","Other"
"8002010060","Other"
"8002010070","Other"
"8002010100","Other"
"8002010270","Other"
"8002010280","Other"
"8002010300","Other"
"8002010320","Other"
"8002010340","Other"
"8002010380","Other"
"8002020010","Other"
"8002020020","Other"
"8002020120","Other"
"8002020130","Other"
"8002020161","Other"
"8002020180","Other"
"8002020200","Other"
"8002020220","Other"
"8002020240","Other"
"8002020250","Other"
"8002020340","Other"
"8002020380","Other"
"8002020390","Other"
"8002020600","Other"
"8007000021","Low"
"8007000070","Low"
"8007000080","Low"
"8007000240","Low"
"8007020070","Low"
"8007020100","Low"
"8007020110","Low"
"8007020140","Low"
"8007020210","Low"
"8007020230","Low"
"8020000050","Other"
"8030000070","High"
"8030000110","High"
"8030000130","High"
"8030000160","High"
"8030000171","High"
"8030000191","High"
"8030000210","High"
"8030000230","High"
"8030000250","High"
"8030000345","High"
"8030000360","High"
"8030000530","High"
"8030000532","High"
"8033000020","Other"
"8033000040","Other"
"8033000050","Other"
"8035000080","Low"
"8035000110","Low"
"8035000120","Low"
"8035000130","Low"
"8035000230","Low"
"8035000280","Low"
"8035000302","Low"
"8037000030","Other"
"8037000160","Other"
"8037000170","Other"
"8037000180","Other"
"8037000260","Other"
"8037000290","Other"
"8037000340","Other"
"8037000380","Other"
"8037000420","Other"
"8037000450","Other"
"8037000510","Other"
"8037000520","Other"
"8037000560","Other"
"8037000590","Other"
"8037000610","Other"
"8040000020","Low"
"8040000030","Low"
"8040000080","Low"
"8040000090","Low"
"8040000211","Low"
"8040000262","Low"
"8040000271","Low"
"8040000321","Low"
"8040000391","Low"
"8040000420","Low"
"8040000440","Low"
"8040000500","Low"
"8040000530","Low"
"8040000540","Low"
"8040000630","Low"
"8040000660","Low"
"8040000690","Low"
"8040000810","Low"
"8040000840","Low"
"8040000880","Low"
"8045000030","Low"
"8045000040","Low"
"8045000060","Low"
"8045000120","Low"
"8045000160","Low"
"8045000170","Low"
"8045000200","Low"
"8045000312","Low"
"8045000331","Low"
"8045000350","Low"
"8045000360","Low"
"8045000390","Low"
"8045000470","Low"
"8045000520","Low"
"8045000530","Low"
"8045000560","Low"
"8045000570","Low"
"8045000600","Low"
"8045000690","High"
"8045000760","Low"
"8045000790","Low"
"8045000820","Low"
"8045000852","Low"
"8045000891","Low"
"8045000910","Low"
"8045000930","Low"
"8045000950","Low"
"8045000960","Low"
"8045001020","Low"
"8045001100","Low"
"8045001170","Low"
"8045001230","Low"
"8045001280","Low"
"8045001300","Low"
"8050000030","Other"
"8050000052","High"
"8050000053","Other"
"8050000090","Other"
"8050000130","Other"
"8050000330","Other"
"8050000420","Other"
"8050000430","Other"
"8050000440","Other"
"8050000480","Other"
"8050000570","Other"
"8050000720","Other"
"8050000750","Other"
"8050000780","Other"
"8050000790","High"
"8050000900","Low"
"8050000930","Other"
"8050500120","Other"
"8050900060","High"
"8050900090","High"
"8050900100","High"
"8050900110","High"
"8050900120","High"
"8050900170","High"
"8050900180","High"
"8050900200","High"
"8051010200","Low"
"8051010320","Low"
"8051010410","Low"
"8051010450","Low"
"8051010480","Low"
"8051010500","Low"
"8051010560","Low"
"8051010600","Low"
"8051010640","Other"
"8051010670","High"
"8051010710","Low"
"8051010740","Low"
"8051010750","Low"
"8051010760","Low"
"8051010780","Low"
"8051020030","Low"
"8051020060","Low"
"8051020230","Low"
"8051020240","Low"
"8051020260","Low"
"8051020290","High"
"8051020320","Low"
"8051020390","Low"
"8051020500","Low"
"8051020510","Low"
"8051020580","Low"
"8051020620","Low"
"8855000010","Other"
"8855000040","High"
"8855000060","High"
"8855000070","High"
"8855000090","High"
"8855000100","High"
"8855000120","High"
"8855000130","High"
"8855000170","High"
"8855000200","High"
"8855300010","High"
"8855300160","High"
"8855300180","High"
"8855300240","Other"
"8855300270","High"
"8855300320","High"
"8855300360","High"
"8855300380","High"
"8855300400","High"
"8855400220","High"
"8857000010","High"
"8857000020","Other"
"8857000040","Other"
"8865000050","High"
"8865000211","High"
"8867000030","Low"
"8867000080","Low"
"8867000100","Low"
"8867000150","Low"
"8867000220","Low"
"8867000230","Low"
"8867000280","Low"
"8867000290","Low"
"8867000320","Low"
"8867000410","Low"
"8867000450","Low"
"8867000460","Low"
"8867000480","High"
"8867000490","Low"
"8867000520","Low"
"8867000550","Low"
"8867000570","Low"
"8867000580","Low"
"8867000590","Low"
"8867000620","Low"
"8867000640","Other"
"8867000750","Low"
"8867000760","Low"
"8867000770","Low"
"8870000050","High"
"8870000060","High"
"8870000080","High"
"8870000110","High"
"8875000010","Low"
"8875000019","Low"
"8875000075","Low"
"8875000091","Low"
"8875000100","Low"
"8875000111","Low"
"8875000134","Low"
"8875000141","Low"
"8875000219","Low"
"8875000262","Low"
"8875000274","Low"
"8875000350","Low"
"8875000420","Low"
"8880300050","Other"
"8880800290","High"
"8880900020","Other"
"8888810040","Other"
"8888820050","Other"
"8888870600","High"
"8888879435","Other"
"8888879810","Low"
"8900000021","Low"
"8900000050","Other"
"8900000112","Low"
"8900000150","Low"
"8900000210","Low"
"8900000250","Low"
"8900000260","Low"
"8900000291","Low"
"8900000301","Low"
"8900000331","Low"
"8900000341","Low"
"8900000430","Low"
"8900000470","Low"
"8900000632","High"
"8905000500","Other"
"8905000590","High"
"8910000111","High"
"8910000140","Other"
"8910000340","High"
"8910000350","Other"
"8910000450","High"
"8910000521","High"
"8910000722","High"
"8910000750","High"
"8910000760","High"
"8910000800","High"
"8910000912","High"
"8910000940","High"
"8910000960","High"
"8910000991","Low"
"8910001042","Low"
"8910001090","High"
"8910001120","High"
"8910001160","High"
"8910001220","High"
"8910001240","Low"
"8910001250","Low"
"8910001300","High"
"8910001420","High"
"8910001430","High"
"8910001470","High"
"8910001531","Low"
"8910001560","High"
"8910001620","Other"
"8910001630","High"
"8910001640","Other"
"8910001683","High"
"8910001701","High"
"8910001790","High"
"8910001853","High"
"8910001860","High"
"8910001930","High"
"8910001940","High"
"8910001950","High"
"8910002000","High"
"8910002052","Low"
"8920000200","Low"
"8925000030","Low"
"8930000021","Other"
"8930000030","Low"
"8930000040","Low"
"8930000060","Low"
"8930000160","Low"
"8930000170","Low"
"8930000250","Low"
"8930000290","Low"
"8930000330","Low"
"8930000372","Low"
"8930000373","Low"
"8930000374","Low"
"8935010020","Low"
"8935010090","Low"
"8935010100","Low"
"8935010110","Low"
"8935010120","Low"
"8935010130","High"
"8935010240","Low"
"8935010270","Low"
"8935010310","Low"
"8935010380","Low"
"8935010390","Low"
"8935010420","Other"
"8935010480","Low"
"8935010540","Other"
"8935010550","Low"
"8935010570","Low"
"8935010630","Low"
"8935010700","Low"
"8935010710","Low"
"8935010750","Low"
"8935010790","Low"
"8935010800","Low"
"8935011071","Low"
"8935011100","Low"
"8935011290","Low"
"8935011360","Low"
"8935011380","Low"
"8935011440","Low"
"8935011580","Low"
"8935011600","Low"
"8935011670","Low"
"8935011680","Low"
"8935011690","Low"
"8935011730","Low"
"8935011740","High"
"8935011750","Low"
"8935011780","Low"
"8935011790","Low"
"8935011870","Low"
"8935011880","Low"
"8935011920","Low"
"8935011951","Low"
"8935011990","Low"
"8935012000","Low"
"8935012050","Low"
"8935012120","Low"
"8935012130","Low"
"8935012140","Low"
"8935012221","Low"
"8935012250","Low"
"8935012261","Other"
"8935012410","Low"
"8935012443","Low"
"8935012460","Low"
"8935012470","Low"
"8935012480","Low"
"8935012630","Low"
"8935012660","Low"
"8935012670","Low"
"8935012790","Low"
"8935012840","Low"
"8935012860","Low"
"8935012920","Low"
"8935012930","Low"
"8935012950","Low"
"8935013010","Low"
"8935013050","Low"
"8935013060","Low"
"8935013120","Low"
"8935013130","Low"
"8935013180","Low"
"8935013190","Low"
"8935013260","Low"
"8935013300","High"
"8935013313","High"
"8935013380","Low"
"8935013420","Low"
"8935013480","Low"
"8935013640","Low"
"8935013660","Low"
"8935013920","Low"
"8935013930","Low"
"8935013990","Low"
"8935014060","Low"
"8935014080","Low"
"8935014150","Low"
"8935014190","Low"
"8935014240","Low"
"8935014270","Low"
"8935014410","Low"
"8935014440","Low"
"8935014510","Low"
"8935014570","Other"
"8935014601","Low"
"8935014650","Low"
"8935014740","Low"
"8935014830","Other"
"8935014851","Low"
"8935014910","Low"
"8935015110","High"
"8935015120","Low"
"8935015340","Low"
"8935015450","Low"
"8935015510","Other"
"8935015540","Low"
"8935015550","Low"
"8935015622","Low"
"8935015650","Low"
"8935015670","Low"
"8935015750","Low"
"8935015770","Low"
"8935015800","Low"
"8935015820","Low"
"8935015830","Low"
"8935015880","Low"
"8935015910","Low"
"8935015990","Low"
"8935016000","Low"
"8935016020","Low"
"8935016040","Low"
"8935016130","High"
"8935016160","Other"
"8935016170","Low"
"8935016230","Low"
"8935016330","Low"
"8935016340","Low"
"8935016360","Low"
"8935016390","Low"
"8935016430","Other"
"8935016460","Other"
"8935016470","Low"
"8935016540","Low"
"8935016591","Low"
"8935016600","Low"
"8935016620","Low"
"8935016800","Low"
"8935016973","Low"
"8935017070","Low"
"8935017132","Low"
"8935017140","Low"
"8935017310","Low"
"8935017370","Low"
"8935017390","Low"
"8935017430","Low"
"8935017462","Low"
"8935017550","Low"
"8935017700","Low"
"8935017780","Other"
"8935017820","Low"
"8935017880","Low"
"8935018020","Low"
"8935018050","Low"
"8935018100","Low"
"8935018150","Low"
"8935018310","Low"
"8935018330","Low"
"8935018340","Low"
"8935018370","Low"
"8935018380","Low"
"8935018430","Low"
"8935018490","Low"
"8935018600","Low"
"8935018631","Low"
"8935020150","Low"
"8935020170","Low"
"8935020180","Low"
"8935020230","Low"
"8935020280","Low"
"8935020290","Low"
"8935020310","Low"
"8935020330","Low"
"8935020340","Low"
"8935020370","Low"
"8935020430","Low"
"8935020560","Low"
"8935020580","Low"
"8935020630","Low"
"8935020680","Low"
"8935020690","Low"
"8935020730","Low"
"8935020820","Low"
"8935020880","Low"
"8935020973","Low"
"8935021240","Low"
"8935021400","Low"
"8935021450","Low"
"8935021490","Low"
"8935021500","Low"
"8935021520","Low"
"8935021590","Low"
"8935021620","Low"
"8935021650","Low"
"8935021660","Low"
"8935021680","Low"
"8935021830","Low"
"8935021840","Low"
"8935021920","Low"
"8935021960","Low"
"8935022110","Low"
"8935022120","Low"
"8935022160","Low"
"8935022170","Other"
"8935022180","Low"
"8935022190","Low"
"8935022210","Low"
"8935022240","Low"
"8935022270","Low"
"8935022280","Low"
"8935022343","Low"
"8935022362","Low"
"8935022410","Low"
"8935022450","Low"
"8935022670","Low"
"8935022690","Low"
"8935022720","Low"
"8935022740","Low"
"8935022820","Low"
"8935022830","Low"
"8935022870","Low"
"8935022970","Low"
"8935023120","Low"
"8935023130","Low"
"8935023150","Low"
"8935023160","Low"
"8935023180","Low"
"8935023210","Low"
"8935023340","Low"
"8935023352","Other"
"8935023500","Low"
"8935023550","Low"
"8935023630","Low"
"8935023680","Low"
"8935023710","Low"
"8935023780","Low"
"8935023790","Low"
"8935023820","Low"
"8935023830","High"
"8935023850","Low"
"8935023920","Low"
"8935024000","Low"
"8935024020","Low"
"8935024060","Low"
"8935024140","Low"
"8935024320","Low"
"8935024470","Low"
"8935024480","Low"
"8935024500","Low"
"8935024660","Low"
"8935024720","Low"
"8935024790","Low"
"8935024810","Low"
"8935024830","Low"
"8935024890","Low"
"8935024930","Low"
"8935024980","Low"
"8935025020","Low"
"8935025050","Low"
"8935025080","Low"
"8935025090","Low"
"8935025130","Low"
"8935025160","Low"
"8935025270","Low"
"8935025470","Low"
"8935025490","Low"
"8935025500","Low"
"8935025601","Low"
"8935025640","Other"
"8935025660","Low"
"8935025670","Other"
"8935025680","Low"
"8935025690","Low"
"8935025740","Low"
"8935025760","Low"
"8935025780","Low"
"8935025790","Low"
"8935025850","Low"
"8935025960","Low"
"8935025990","Low"
"8935026000","Low"
"8935026090","Low"
"8935026110","Low"
"8935026141","Low"
"8935026151","Low"
"8935026190","Low"
"8935026200","Low"
"8935026210","Low"
"8935026260","Low"
"8935026440","Low"
"8935026450","Low"
"8935026470","Low"
